idx_in_subset,AP,query_image
609,1.0,0281_c014_00037925_0.jpg
610,1.0,0281_c015_00037740_0.jpg
611,1.0,0281_c016_00039645_0.jpg
612,1.0,0281_c017_00036150_0.jpg
613,1.0,0281_c019_00036455_0.jpg
614,0.637939,0288_c001_00064095_1.jpg
615,0.932207,0288_c002_00061675_0.jpg
616,0.963798,0288_c003_00028770_0.jpg
617,0.582298,0288_c004_00028640_0.jpg
618,0.70924,0288_c006_00029355_0.jpg
619,0.653653,0288_c008_00028550_0.jpg
620,0.941844,0288_c009_00028575_0.jpg
621,0.952545,0288_c010_00029300_0.jpg
622,0.670125,0288_c011_00029320_0.jpg
623,0.543258,0288_c012_00064570_0.jpg
624,0.9597,0288_c013_00064430_0.jpg
625,0.952162,0294_c003_00060980_0.jpg
626,0.814496,0294_c004_00060935_0.jpg
627,1.0,0294_c005_00061680_0.jpg
628,0.664665,0294_c007_00061875_0.jpg
629,0.972054,0294_c009_00061205_0.jpg
630,0.679395,0294_c010_00057310_0.jpg
631,0.400669,0295_c001_00038450_0.jpg
632,0.739298,0295_c002_00038855_0.jpg
633,0.447276,0295_c012_00038020_0.jpg
634,0.759608,0295_c013_00038040_0.jpg
635,0.779973,0295_c014_00036620_0.jpg
636,0.792054,0295_c015_00036585_0.jpg
637,0.64116,0295_c016_00036345_0.jpg
638,0.787995,0295_c017_00037490_0.jpg
639,0.709527,0295_c019_00037285_0.jpg
640,0.557747,0296_c001_00062155_0.jpg
641,0.979257,0296_c002_00062820_0.jpg
642,0.590969,0296_c012_00060375_0.jpg
643,0.949396,0296_c013_00060505_1.jpg
644,0.518501,0296_c014_00058475_0.jpg
645,0.799464,0296_c015_00058505_0.jpg
646,0.923425,0296_c016_00058220_1.jpg
647,0.789425,0296_c017_00059700_0.jpg
648,0.972924,0296_c019_00059405_1.jpg
649,0.424779,0298_c014_00045200_0.jpg
650,0.737801,0298_c015_00045200_0.jpg
651,0.769783,0298_c016_00044940_0.jpg
652,0.480538,0298_c017_00046265_0.jpg
653,0.764523,0298_c018_00046485_0.jpg
654,0.792449,0298_c019_00045845_1.jpg
655,0.865913,0299_c002_00076045_0.jpg
656,0.963494,0299_c003_00077715_0.jpg
657,0.804018,0299_c004_00077700_0.jpg
658,0.969616,0299_c005_00078445_0.jpg
659,0.688433,0299_c006_00076930_0.jpg
660,0.910008,0299_c008_00077935_0.jpg
661,0.974523,0299_c009_00077890_0.jpg
662,0.922177,0299_c010_00077080_0.jpg
663,0.71322,0299_c011_00076930_0.jpg
664,0.508705,0300_c001_00080740_0.jpg
665,0.763964,0300_c002_00081350_0.jpg
666,0.363687,0300_c012_00078670_0.jpg
667,0.756592,0300_c013_00078770_0.jpg
668,0.850931,0300_c014_00076845_0.jpg
669,0.861459,0300_c015_00076860_0.jpg
670,0.711022,0300_c016_00076610_0.jpg
671,0.807367,0300_c017_00077985_0.jpg
672,0.684376,0300_c019_00077665_0.jpg
673,0.605294,0306_c003_00016480_0.jpg
674,0.810812,0306_c004_00016435_0.jpg
675,0.37347,0306_c005_00081190_0.jpg
676,0.705106,0306_c007_00081280_0.jpg
677,0.786793,0306_c008_00014040_0.jpg
678,0.74581,0306_c009_00080910_0.jpg
679,0.935579,0310_c002_00014075_0.jpg
680,0.945592,0310_c003_00015920_0.jpg
681,0.993873,0310_c004_00015930_0.jpg
682,1.0,0310_c005_00016855_1.jpg
683,0.943317,0310_c006_00015025_0.jpg
684,0.654564,0310_c007_00017020_0.jpg
685,0.970508,0310_c008_00016235_0.jpg
686,0.614082,0310_c009_00016120_0.jpg
687,0.937666,0310_c010_00015150_0.jpg
688,0.929045,0310_c011_00014960_0.jpg
689,0.715183,0315_c001_00033425_0.jpg
690,0.577838,0315_c002_00027290_0.jpg
691,0.7526,0315_c003_00000615_0.jpg
692,0.550367,0315_c004_00000570_0.jpg
693,0.592129,0315_c006_00000110_0.jpg
694,0.62185,0315_c008_00000840_0.jpg
695,0.506874,0315_c009_00000755_0.jpg
696,0.763927,0315_c010_00000200_0.jpg
697,0.692637,0315_c011_00000055_0.jpg
698,0.703027,0315_c012_00034005_0.jpg
699,0.670313,0315_c013_00033890_0.jpg
700,0.704243,0315_c014_00035440_0.jpg
701,0.579311,0315_c015_00035180_0.jpg
702,0.751735,0315_c016_00035975_0.jpg
703,0.7091,0315_c017_00034470_0.jpg
704,0.586107,0315_c019_00034675_0.jpg
705,0.703389,0318_c001_00026120_0.jpg
706,0.775878,0318_c002_00004375_0.jpg
707,0.658629,0318_c003_00006125_0.jpg
708,0.704231,0318_c004_00006030_0.jpg
709,0.637841,0318_c005_00006845_1.jpg
710,0.572839,0318_c006_00005475_0.jpg
711,0.410898,0318_c007_00006930_0.jpg
712,0.664856,0318_c008_00006275_0.jpg
713,0.673931,0318_c009_00006170_0.jpg
714,0.796654,0318_c010_00005575_0.jpg
715,0.683877,0318_c011_00005410_0.jpg
716,0.722243,0318_c012_00024150_0.jpg
717,0.719109,0318_c013_00024200_0.jpg
718,0.702494,0318_c014_00022440_0.jpg
719,0.830168,0318_c015_00022445_0.jpg
720,0.576764,0318_c016_00022080_0.jpg
721,0.806769,0318_c017_00023530_0.jpg
722,0.745004,0318_c019_00023250_0.jpg
723,0.972442,0319_c003_00086405_0.jpg
724,0.991369,0319_c004_00086405_0.jpg
725,0.997954,0319_c005_00087165_0.jpg
726,0.985511,0319_c006_00085680_0.jpg
727,0.406192,0319_c007_00087255_0.jpg
728,0.985305,0319_c008_00086590_0.jpg
729,0.999132,0319_c009_00086575_0.jpg
730,0.967296,0319_c010_00085845_0.jpg
731,0.983808,0319_c011_00085680_0.jpg
732,0.999446,0322_c001_00040365_0.jpg
733,0.972814,0322_c002_00040895_0.jpg
734,0.955052,0322_c012_00039060_0.jpg
735,1.0,0322_c013_00039145_0.jpg
736,1.0,0322_c014_00037750_0.jpg
737,1.0,0322_c016_00037515_1.jpg
738,0.998918,0322_c017_00038520_0.jpg
739,1.0,0322_c019_00038315_0.jpg
740,0.995426,0326_c002_00085185_0.jpg
741,1.0,0326_c003_00087040_0.jpg
742,0.957259,0326_c004_00087065_0.jpg
743,0.973518,0326_c006_00086175_0.jpg
744,1.0,0326_c009_00089965_0.jpg
745,0.975216,0326_c010_00086345_0.jpg
746,0.974082,0326_c011_00086195_0.jpg
747,1.0,0327_c014_00043365_0.jpg
748,0.3163,0327_c016_00044175_0.jpg
749,1.0,0332_c001_00012620_0.jpg
750,1.0,0332_c012_00013090_0.jpg
751,1.0,0332_c013_00013010_0.jpg
752,1.0,0332_c014_00014950_0.jpg
753,1.0,0332_c015_00014810_0.jpg
754,1.0,0332_c016_00015860_0.jpg
755,1.0,0332_c017_00013675_0.jpg
756,1.0,0332_c019_00013905_0.jpg
757,0.948359,0337_c001_00073720_1.jpg
758,0.970729,0337_c002_00072490_0.jpg
759,0.981027,0337_c003_00071400_0.jpg
760,0.869167,0337_c004_00071290_0.jpg
761,0.818616,0337_c005_00035060_0.jpg
762,0.891122,0337_c006_00071825_0.jpg
763,0.323553,0337_c007_00035120_0.jpg
764,0.948791,0337_c008_00034140_0.jpg
765,0.858695,0337_c009_00034215_0.jpg
766,0.926432,0337_c010_00071815_0.jpg
767,0.948565,0337_c011_00071825_0.jpg
768,0.842037,0337_c012_00074185_1.jpg
769,0.889621,0337_c013_00074085_0.jpg
770,0.881661,0337_c014_00075810_0.jpg
771,0.772354,0337_c015_00075650_0.jpg
772,0.907109,0337_c016_00076820_0.jpg
773,0.924563,0337_c017_00074835_0.jpg
774,0.908171,0337_c019_00075050_1.jpg
775,0.041955,0344_c001_00034120_0.jpg
776,0.965693,0344_c012_00034575_0.jpg
777,0.978341,0344_c013_00034465_0.jpg
778,0.940319,0344_c014_00036000_0.jpg
779,0.962016,0344_c015_00035855_0.jpg
780,0.969103,0344_c016_00037135_0.jpg
781,0.941118,0344_c017_00035175_1.jpg
782,0.979307,0344_c019_00035400_0.jpg
783,1.0,0357_c014_00069330_0.jpg
784,0.339457,0357_c015_00069380_0.jpg
785,0.748437,0361_c001_00035850_0.jpg
786,0.819459,0361_c002_00074570_1.jpg
787,0.90472,0361_c003_00072950_0.jpg
788,0.710186,0361_c004_00072820_0.jpg
789,0.679814,0361_c006_00073545_0.jpg
790,0.891882,0361_c008_00072665_0.jpg
791,0.863943,0361_c009_00072765_0.jpg
792,0.930313,0361_c010_00073525_0.jpg
793,0.539705,0361_c011_00073555_0.jpg
794,0.582642,0361_c013_00036340_0.jpg
795,0.486255,0361_c014_00038035_0.jpg
796,0.739285,0361_c015_00037850_0.jpg
797,0.851947,0361_c016_00038750_0.jpg
798,0.63684,0361_c017_00036915_0.jpg
799,0.701478,0361_c019_00037125_0.jpg
800,0.773917,0365_c001_00026500_0.jpg
801,0.858363,0365_c002_00025690_0.jpg
802,0.84207,0365_c003_00034590_0.jpg
803,0.828302,0365_c004_00034510_0.jpg
804,0.883388,0365_c006_00033770_0.jpg
805,0.693208,0365_c008_00086170_0.jpg
806,0.905555,0365_c009_00086255_0.jpg
807,0.835355,0365_c010_00033870_0.jpg
808,0.904201,0365_c011_00033705_0.jpg
809,0.834565,0365_c012_00028980_0.jpg
810,0.820337,0365_c013_00030300_0.jpg
811,0.990499,0368_c001_00062060_0.jpg
812,0.988553,0368_c002_00062710_0.jpg
813,0.98818,0368_c003_00065490_0.jpg
814,0.999167,0368_c004_00065470_0.jpg
815,0.992365,0368_c005_00066345_1.jpg
816,0.994641,0368_c006_00064855_0.jpg
817,0.995145,0368_c007_00066470_0.jpg
818,0.985075,0368_c008_00065730_0.jpg
819,0.999467,0368_c009_00065690_0.jpg
820,0.992286,0368_c010_00064960_0.jpg
821,0.991493,0368_c011_00064830_0.jpg
822,0.993995,0368_c012_00060970_0.jpg
823,0.985646,0368_c013_00061040_0.jpg
824,1.0,0368_c018_00060270_0.jpg
825,0.891224,0369_c001_00001110_0.jpg
826,0.625543,0369_c012_00034500_0.jpg
827,0.651143,0369_c013_00000985_0.jpg
828,0.661046,0369_c014_00035910_0.jpg
829,0.79972,0369_c015_00035755_0.jpg
830,0.69908,0369_c016_00037090_0.jpg
831,0.901929,0369_c017_00000430_0.jpg
832,0.653635,0369_c019_00000190_0.jpg
833,0.750386,0371_c014_00063115_0.jpg
834,0.790305,0371_c015_00063095_0.jpg
835,0.84696,0371_c016_00062875_0.jpg
836,0.84167,0371_c017_00063965_0.jpg
837,0.846218,0371_c019_00063695_0.jpg
838,0.36677,0373_c003_00075995_0.jpg
839,0.321375,0373_c004_00075885_0.jpg
840,0.251151,0373_c006_00076550_1.jpg
841,0.26934,0373_c010_00076565_0.jpg
842,0.261796,0373_c011_00076565_0.jpg
843,0.970856,0380_c001_00064470_0.jpg
844,0.884297,0380_c002_00062750_0.jpg
845,0.982845,0380_c003_00060890_0.jpg
846,0.987254,0380_c004_00060750_0.jpg
847,0.829706,0380_c006_00061585_1.jpg
848,0.955683,0380_c008_00060635_0.jpg
849,0.99372,0380_c009_00060705_0.jpg
850,0.942968,0380_c010_00061585_0.jpg
851,0.896638,0380_c011_00061570_0.jpg
852,0.905248,0380_c012_00065145_0.jpg
853,0.997037,0380_c013_00064910_0.jpg
854,0.971094,0380_c014_00067690_0.jpg
855,0.784769,0380_c015_00067505_0.jpg
856,0.892646,0380_c016_00068530_0.jpg
857,0.973044,0380_c017_00066340_0.jpg
858,0.991569,0380_c019_00066610_0.jpg
859,1.0,0385_c014_00037580_0.jpg
860,1.0,0385_c015_00037575_0.jpg
861,1.0,0385_c016_00048285_0.jpg
862,0.999471,0385_c017_00038400_0.jpg
863,0.989591,0385_c019_00038185_0.jpg
864,0.231785,0388_c003_00070995_0.jpg
865,0.733508,0388_c005_00071590_0.jpg
866,0.208518,0388_c007_00071705_0.jpg
867,0.779616,0388_c008_00071180_0.jpg
868,0.792295,0388_c009_00071140_0.jpg
869,0.589877,0391_c001_00033370_0.jpg
870,0.893541,0391_c002_00030285_0.jpg
871,0.889099,0391_c012_00033975_0.jpg
872,0.849588,0391_c013_00033840_0.jpg
873,0.908565,0391_c014_00035670_0.jpg
874,0.887985,0391_c015_00035500_0.jpg
875,0.558412,0391_c016_00036770_0.jpg
876,0.85508,0391_c017_00034665_0.jpg
877,0.900281,0392_c001_00003315_0.jpg
878,0.982013,0392_c012_00002900_0.jpg
879,0.717222,0392_c013_00027650_0.jpg
880,0.842867,0392_c014_00000655_1.jpg
881,0.962539,0392_c015_00000840_0.jpg
882,0.748078,0392_c016_00029765_0.jpg
883,0.906024,0392_c017_00002240_0.jpg
884,0.975601,0398_c001_00043260_0.jpg
885,0.981695,0398_c002_00042155_0.jpg
886,0.981173,0398_c012_00043855_0.jpg
887,0.97963,0398_c013_00043740_0.jpg
888,0.979009,0398_c014_00045705_0.jpg
889,0.979525,0398_c015_00045525_0.jpg
890,0.985117,0398_c016_00046245_0.jpg
891,0.979941,0398_c017_00044615_0.jpg
892,0.977494,0398_c019_00044935_0.jpg
893,0.96501,0402_c001_00017020_0.jpg
894,0.862713,0402_c002_00016070_0.jpg
895,0.685702,0402_c003_00056010_0.jpg
896,0.969838,0402_c004_00055990_0.jpg
897,0.93029,0402_c006_00055365_0.jpg
898,0.716389,0402_c010_00055505_0.jpg
899,0.891388,0402_c011_00055360_0.jpg
900,0.985938,0402_c012_00017695_0.jpg
901,0.899665,0402_c013_00017525_0.jpg
902,0.991097,0402_c014_00048185_0.jpg
903,0.852198,0402_c015_00019425_0.jpg
904,0.858811,0402_c016_00019805_0.jpg
905,0.927139,0402_c017_00018490_0.jpg
906,0.95783,0402_c019_00018820_0.jpg
907,0.718354,0404_c001_00017345_0.jpg
908,0.713603,0404_c012_00015775_0.jpg
909,0.549166,0404_c013_00015910_0.jpg
910,0.644415,0404_c014_00013675_0.jpg
911,0.25274,0404_c015_00043655_0.jpg
912,0.743954,0404_c016_00013245_0.jpg
913,0.69075,0404_c017_00015180_0.jpg
914,0.539897,0404_c019_00014900_0.jpg
915,0.723017,0405_c001_00007305_0.jpg
916,0.827488,0405_c002_00006795_0.jpg
917,0.729652,0405_c003_00046195_0.jpg
918,0.811694,0405_c004_00046160_0.jpg
919,0.794836,0405_c006_00045615_0.jpg
920,0.774564,0405_c010_00045750_1.jpg
921,0.797304,0405_c011_00045595_0.jpg
922,0.845433,0405_c012_00007995_0.jpg
923,0.824634,0405_c013_00007850_0.jpg
924,0.76553,0405_c014_00009965_0.jpg
925,0.808267,0405_c015_00009840_0.jpg
926,0.78272,0405_c016_00010335_0.jpg
927,0.805324,0405_c017_00008860_0.jpg
928,0.79911,0405_c019_00064340_0.jpg
929,0.9871,0416_c001_00019975_0.jpg
930,0.976276,0416_c012_00020440_0.jpg
931,0.861442,0416_c013_00020300_0.jpg
932,0.954825,0416_c014_00022380_0.jpg
933,0.794855,0416_c015_00022250_0.jpg
934,0.971324,0416_c016_00023795_0.jpg
935,0.895728,0416_c017_00021215_0.jpg
936,0.917249,0416_c019_00021555_0.jpg
937,0.927904,0417_c003_00088715_0.jpg
938,0.486036,0417_c004_00088660_0.jpg
939,0.99359,0417_c010_00088045_0.jpg
940,0.320476,0418_c012_00006110_0.jpg
941,0.336807,0418_c013_00006005_0.jpg
942,1.0,0420_c003_00063645_0.jpg
943,0.918604,0420_c004_00063505_1.jpg
944,0.969497,0420_c006_00064075_1.jpg
945,0.994329,0420_c008_00063425_0.jpg
946,1.0,0420_c009_00063480_0.jpg
947,1.0,0420_c010_00064065_0.jpg
948,0.970731,0420_c011_00064055_0.jpg
949,0.991433,0421_c001_00064115_0.jpg
950,1.0,0421_c002_00064765_0.jpg
951,1.0,0421_c012_00062860_0.jpg
952,0.992629,0421_c013_00062920_0.jpg
953,0.992808,0421_c014_00060810_0.jpg
954,1.0,0421_c015_00060860_0.jpg
955,0.997837,0421_c016_00060530_0.jpg
956,1.0,0421_c017_00062205_0.jpg
957,1.0,0421_c019_00061820_0.jpg
958,0.979674,0427_c003_00006615_1.jpg
959,0.989595,0427_c005_00007295_0.jpg
960,1.0,0427_c007_00007385_0.jpg
961,0.990113,0427_c008_00006890_0.jpg
962,1.0,0427_c009_00006790_0.jpg
963,1.0,0446_c001_00066450_0.jpg
964,1.0,0446_c002_00066995_0.jpg
965,1.0,0446_c003_00070100_0.jpg
966,1.0,0446_c004_00070105_0.jpg
967,0.999943,0446_c006_00069300_0.jpg
968,1.0,0446_c010_00069440_0.jpg
969,1.0,0446_c011_00069290_0.jpg
970,1.0,0446_c012_00064260_0.jpg
971,1.0,0446_c013_00065950_0.jpg
972,1.0,0446_c014_00006235_0.jpg
973,1.0,0446_c015_00033070_0.jpg
974,1.0,0446_c016_00041835_0.jpg
975,1.0,0446_c017_00007230_0.jpg
976,1.0,0446_c018_00043225_0.jpg
977,1.0,0446_c019_00006935_0.jpg
978,1.0,0450_c003_00049530_0.jpg
979,1.0,0450_c008_00049790_0.jpg
980,1.0,0450_c009_00049760_0.jpg
981,1.0,0456_c014_00009165_0.jpg
982,1.0,0456_c015_00008975_0.jpg
983,1.0,0456_c015_00008980_0.jpg
984,1.0,0456_c016_00010490_0.jpg
985,1.0,0456_c019_00000160_0.jpg
986,0.89726,0461_c001_00015010_0.jpg
987,1.0,0461_c012_00015555_0.jpg
988,0.981493,0461_c013_00015435_0.jpg
989,0.99819,0461_c014_00017305_0.jpg
990,0.998268,0461_c015_00017165_0.jpg
991,0.99819,0461_c016_00018425_0.jpg
992,1.0,0461_c017_00016310_0.jpg
993,0.541596,0467_c003_00057085_0.jpg
994,0.536388,0467_c005_00057805_0.jpg
995,0.222516,0467_c007_00057885_0.jpg
996,0.567369,0467_c008_00057345_0.jpg
997,0.591304,0467_c009_00057295_0.jpg
998,0.606401,0467_c014_00014430_0.jpg
999,0.550971,0467_c015_00014570_0.jpg
1000,0.748834,0467_c016_00011505_0.jpg
1001,0.558544,0467_c017_00015665_0.jpg
1002,0.645848,0467_c019_00015285_0.jpg
1003,0.187052,0473_c001_00005555_0.jpg
1004,0.505084,0473_c003_00030835_1.jpg
1005,0.480904,0473_c004_00030820_0.jpg
1006,0.413604,0473_c006_00030395_0.jpg
1007,0.624269,0473_c008_00031000_0.jpg
1008,0.534178,0473_c009_00030970_0.jpg
1009,0.651959,0473_c010_00030540_0.jpg
1010,0.421554,0473_c011_00030345_0.jpg
1011,0.704502,0473_c012_00005170_0.jpg
1012,0.845024,0473_c013_00005205_0.jpg
1013,0.729859,0473_c017_00004770_0.jpg
1014,0.270656,0473_c019_00004560_0.jpg
1015,0.90385,0476_c001_00014135_0.jpg
1016,0.999141,0476_c002_00014855_0.jpg
1017,0.983718,0476_c006_00017355_1.jpg
1018,0.942667,0476_c012_00012070_0.jpg
1019,0.99691,0476_c013_00012130_0.jpg
1020,0.99262,0476_c014_00010440_0.jpg
1021,0.999167,0476_c015_00010460_1.jpg
1022,0.997873,0476_c016_00010230_0.jpg
1023,0.995509,0476_c017_00011405_0.jpg
1024,1.0,0476_c019_00011135_0.jpg
1025,0.924923,0477_c001_00019410_1.jpg
1026,0.910437,0477_c002_00019730_1.jpg
1027,0.915917,0477_c003_00060110_0.jpg
1028,0.907101,0477_c004_00060040_0.jpg
1029,0.314745,0477_c005_00060760_1.jpg
1030,0.871699,0477_c006_00059215_1.jpg
1031,0.13479,0477_c007_00060835_0.jpg
1032,0.473354,0477_c008_00060365_0.jpg
1033,0.939129,0477_c009_00060320_0.jpg
1034,0.907957,0477_c010_00059440_0.jpg
1035,0.890552,0477_c011_00059260_0.jpg
1036,0.70835,0477_c012_00019305_0.jpg
1037,0.918121,0477_c013_00019320_0.jpg
1038,0.813774,0477_c014_00018055_0.jpg
1039,0.888312,0477_c015_00018040_0.jpg
1040,0.869386,0477_c016_00017835_0.jpg
1041,0.873159,0477_c019_00018545_0.jpg
1042,0.675936,0480_c001_00022180_0.jpg
1043,0.560115,0480_c012_00020345_0.jpg
1044,0.61239,0480_c013_00020385_0.jpg
1045,0.799586,0480_c014_00018625_0.jpg
1046,0.636907,0480_c015_00018640_0.jpg
1047,0.519138,0480_c016_00018315_0.jpg
1048,0.614057,0480_c017_00019710_0.jpg
1049,0.564529,0480_c019_00019365_0.jpg
1050,0.607738,0482_c001_00045870_0.jpg
1051,0.691107,0482_c002_00049855_0.jpg
1052,0.745879,0482_c003_00053940_1.jpg
1053,0.638962,0482_c004_00053910_0.jpg
1054,0.79142,0482_c005_00054705_0.jpg
1055,0.510619,0482_c006_00052845_0.jpg
1056,0.785824,0482_c007_00054845_0.jpg
1057,0.707237,0482_c008_00054190_0.jpg
1058,0.793862,0482_c009_00054140_0.jpg
1059,0.727281,0482_c010_00053005_0.jpg
1060,0.49007,0482_c011_00052840_0.jpg
1061,0.688739,0485_c003_00050580_1.jpg
1062,0.168316,0485_c004_00050570_0.jpg
1063,0.656836,0485_c005_00051180_1.jpg
1064,0.60338,0485_c008_00050780_0.jpg
1065,0.482407,0485_c009_00050760_0.jpg
1066,0.804351,0485_c010_00050170_0.jpg
1067,0.917482,0486_c002_00038210_0.jpg
1068,0.890489,0486_c003_00039780_0.jpg
1069,0.931304,0486_c004_00039780_0.jpg
1070,0.956514,0486_c005_00040620_0.jpg
1071,0.780078,0486_c006_00038990_0.jpg
1072,0.694048,0486_c007_00040755_0.jpg
1073,0.612658,0486_c008_00040095_0.jpg
1074,0.897467,0486_c009_00040075_0.jpg
1075,0.807287,0486_c010_00039135_0.jpg
1076,0.825148,0486_c011_00038910_0.jpg
1077,0.956088,0486_c014_00074890_0.jpg
1078,0.988797,0486_c015_00075090_1.jpg
1079,0.958981,0486_c016_00074625_0.jpg
1080,0.908189,0489_c002_00076095_0.jpg
1081,0.907752,0489_c003_00084675_0.jpg
1082,0.684212,0489_c004_00084680_0.jpg
1083,0.977619,0489_c005_00085585_1.jpg
1084,0.766305,0489_c006_00076970_0.jpg
1085,0.926981,0489_c007_00085705_0.jpg
1086,0.881542,0489_c008_00084940_0.jpg
1087,0.960976,0489_c009_00084905_0.jpg
1088,0.916392,0489_c010_00077140_0.jpg
1089,0.753063,0489_c011_00076975_0.jpg
1090,1.0,0494_c002_00022665_0.jpg
1091,1.0,0494_c003_00021505_1.jpg
1092,1.0,0494_c004_00021435_1.jpg
1093,1.0,0494_c006_00022070_0.jpg
1094,0.998925,0494_c010_00022045_0.jpg
1095,1.0,0494_c011_00022030_1.jpg
1096,0.979087,0507_c002_00051790_0.jpg
1097,0.974534,0507_c003_00055800_0.jpg
1098,0.804331,0507_c004_00055800_0.jpg
1099,0.870358,0507_c006_00055085_0.jpg
1100,0.943387,0507_c008_00056090_0.jpg
1101,0.939264,0507_c009_00056020_0.jpg
1102,0.98376,0507_c010_00055220_0.jpg
1103,0.836734,0507_c011_00055080_0.jpg
1104,0.547059,0510_c002_00031940_1.jpg
1105,0.377489,0510_c003_00030245_0.jpg
1106,0.369182,0510_c004_00030145_0.jpg
1107,0.522837,0510_c006_00031090_1.jpg
1108,0.700668,0510_c008_00029985_0.jpg
1109,0.594151,0510_c009_00030045_0.jpg
1110,0.498068,0510_c010_00030855_1.jpg
1111,0.499889,0510_c011_00031060_0.jpg
1112,0.998918,0515_c014_00056685_0.jpg
1113,0.934349,0515_c015_00054210_0.jpg
1114,0.995263,0515_c016_00056980_0.jpg
1115,0.892129,0515_c017_00055325_0.jpg
1116,0.996298,0515_c019_00055070_0.jpg
1117,0.959535,0518_c014_00044550_0.jpg
1118,0.933456,0518_c015_00044535_0.jpg
1119,0.987517,0518_c016_00044315_0.jpg
1120,0.918948,0518_c017_00046080_0.jpg
1121,0.828175,0518_c018_00046755_0.jpg
1122,1.0,0518_c019_00045545_0.jpg
1123,0.998025,0522_c002_00037025_0.jpg
1124,0.999727,0522_c003_00039630_1.jpg
1125,1.0,0522_c004_00039575_1.jpg
1126,0.976733,0522_c006_00038790_0.jpg
1127,0.999185,0522_c010_00039000_0.jpg
1128,0.988931,0522_c011_00038715_0.jpg
1129,0.664012,0541_c001_00055075_0.jpg
1130,0.575779,0541_c002_00053275_0.jpg
1131,0.709492,0541_c003_00051305_0.jpg
1132,0.629129,0541_c004_00051185_0.jpg
1133,0.606363,0541_c006_00051895_0.jpg
1134,0.706059,0541_c008_00051050_0.jpg
1135,0.692403,0541_c009_00051135_0.jpg
1136,0.680918,0541_c010_00051880_0.jpg
1137,0.616984,0541_c011_00051890_0.jpg
1138,0.75328,0541_c013_00055810_0.jpg
1139,1.0,0543_c002_00001550_0.jpg
1140,0.987751,0543_c003_00000355_0.jpg
1141,0.9876,0543_c004_00000215_0.jpg
1142,0.894728,0543_c006_00000920_1.jpg
1143,0.99777,0543_c008_00000120_0.jpg
1144,0.995036,0543_c009_00000135_0.jpg
1145,1.0,0543_c010_00000850_0.jpg
1146,0.936355,0543_c011_00000875_0.jpg
1147,0.990628,0545_c002_00017280_0.jpg
1148,0.980773,0545_c003_00015105_0.jpg
1149,0.84931,0545_c004_00014955_0.jpg
1150,0.85072,0545_c006_00015685_0.jpg
1151,1.0,0545_c008_00014830_0.jpg
1152,0.998622,0545_c009_00014850_0.jpg
1153,0.998139,0545_c010_00015630_0.jpg
1154,0.829171,0545_c011_00015665_0.jpg
1155,0.959144,0545_c016_00010735_0.jpg
1156,0.982694,0546_c001_00016910_0.jpg
1157,0.998652,0546_c002_00017345_0.jpg
1158,0.99807,0546_c003_00020385_0.jpg
1159,0.995787,0546_c004_00020355_0.jpg
1160,0.995843,0546_c005_00021020_0.jpg
1161,0.996317,0546_c006_00019740_0.jpg
1162,0.473092,0546_c007_00021155_0.jpg
1163,0.984508,0546_c008_00020615_0.jpg
1164,0.99782,0546_c009_00020520_0.jpg
1165,0.997754,0546_c010_00019865_0.jpg
1166,0.993149,0546_c011_00019685_0.jpg
1167,0.970745,0546_c012_00016535_0.jpg
1168,0.998892,0546_c013_00016620_0.jpg
1169,0.9936,0546_c015_00014980_0.jpg
1170,0.961964,0546_c017_00015860_0.jpg
1171,0.998025,0546_c019_00015605_0.jpg
1172,0.977109,0554_c002_00017665_1.jpg
1173,0.973953,0554_c003_00020860_0.jpg
1174,0.816314,0554_c004_00020845_0.jpg
1175,0.995318,0554_c005_00021555_0.jpg
1176,0.907368,0554_c006_00019865_0.jpg
1177,0.874467,0554_c007_00021690_0.jpg
1178,0.917109,0554_c008_00021085_0.jpg
1179,0.704011,0554_c009_00020995_0.jpg
1180,0.97914,0554_c010_00020055_0.jpg
1181,0.860893,0554_c011_00019790_0.jpg
1182,1.0,0566_c001_00036440_0.jpg
1183,1.0,0566_c012_00036890_1.jpg
1184,1.0,0566_c013_00036785_1.jpg
1185,0.998256,0566_c014_00038560_0.jpg
1186,1.0,0566_c015_00038395_0.jpg
1187,1.0,0566_c016_00039570_0.jpg
1188,0.996739,0566_c017_00037645_1.jpg
1189,1.0,0566_c019_00037925_0.jpg
1190,1.0,0569_c001_00088525_0.jpg
1191,1.0,0569_c012_00087820_0.jpg
1192,1.0,0569_c013_00087965_0.jpg
1193,1.0,0569_c014_00085520_0.jpg
1194,1.0,0569_c015_00085570_0.jpg
1195,1.0,0569_c016_00085320_0.jpg
1196,1.0,0569_c017_00087040_0.jpg
1197,0.801521,0570_c005_00070475_0.jpg
1198,0.904228,0570_c007_00070555_0.jpg
1199,0.984247,0570_c008_00070035_0.jpg
1200,0.631694,0570_c009_00069665_0.jpg
1201,0.851761,0576_c001_00062710_0.jpg
1202,0.942278,0576_c012_00063160_1.jpg
1203,0.74167,0576_c013_00063005_0.jpg
1204,0.927953,0576_c014_00073870_0.jpg
1205,0.977871,0576_c015_00067790_0.jpg
1206,0.90974,0576_c016_00068685_0.jpg
1207,0.841466,0576_c017_00064305_0.jpg
1208,0.800287,0576_c019_00066850_0.jpg
1209,0.798019,0581_c003_00087825_0.jpg
1210,0.272224,0581_c004_00087760_0.jpg
