idx_in_subset,query_name,AP_modelA,AP_modelB,AP_max,chosen_model
304,0135_c011_00069430_0.jpg,0.599723547048537,0.9987241136677499,0.9987241136677499,B
305,0135_c012_00060335_0.jpg,0.7156396146515488,0.996472492760133,0.996472492760133,B
306,0135_c013_00060430_0.jpg,0.802698769103608,0.986904760348679,0.986904760348679,B
307,0135_c014_00058310_1.jpg,0.6676631800788627,0.9960388434652108,0.9960388434652108,B
308,0135_c015_00058375_0.jpg,0.7085151795821044,0.9903558555016154,0.9903558555016154,B
309,0135_c016_00057900_0.jpg,0.7177830826249793,0.9945890727424991,0.9945890727424991,B
310,0135_c017_00059590_0.jpg,0.6250924273898669,0.9955048272159417,0.9955048272159417,B
311,0135_c019_00059320_0.jpg,0.8056885150346084,0.9762670538518441,0.9762670538518441,B
312,0142_c014_00086485_0.jpg,0.699424280391551,0.9767986736736738,0.9767986736736738,B
313,0142_c015_00086515_0.jpg,0.7866785009486108,1.0,1.0,B
314,0142_c016_00086325_0.jpg,0.6181429570872942,0.9901967246394491,0.9901967246394491,B
315,0142_c017_00088125_0.jpg,0.7736710089071459,0.9851385903198487,0.9851385903198487,B
316,0142_c019_00088350_0.jpg,0.6500980150639292,1.0,1.0,B
317,0143_c001_00072350_0.jpg,0.4958211165819708,1.0,1.0,B
318,0143_c012_00073035_0.jpg,0.5413710902708634,1.0,1.0,B
319,0143_c013_00072830_0.jpg,0.4935499162312819,1.0,1.0,B
320,0143_c014_00074735_0.jpg,0.4621589008315489,1.0,1.0,B
321,0143_c015_00074530_0.jpg,0.5154954139043944,0.9988243959094643,0.9988243959094643,B
322,0143_c016_00076535_0.jpg,0.6149378729134387,1.0,1.0,B
323,0143_c017_00073710_0.jpg,0.3751519132239216,0.9988243959094643,0.9988243959094643,B
324,0143_c019_00073915_0.jpg,0.5207345002733069,0.9994192799070848,0.9994192799070848,B
325,0144_c001_00029300_0.jpg,0.8754589424415854,0.8570885713979354,0.8754589424415854,A
326,0144_c012_00027240_0.jpg,0.7853003560864392,0.9405747752852649,0.9405747752852649,B
327,0144_c013_00027420_0.jpg,0.7759553104799389,0.9221587627083471,0.9221587627083471,B
328,0144_c014_00024350_0.jpg,0.7722499147307132,0.9437498148578547,0.9437498148578547,B
329,0144_c015_00024580_0.jpg,0.822628893480361,0.9089800668024799,0.9089800668024799,B
330,0144_c017_00026280_0.jpg,0.6363740289823487,0.9255778344391189,0.9255778344391189,B
331,0145_c014_00025420_0.jpg,0.44156826538182464,0.8897820813872475,0.8897820813872475,B
332,0145_c015_00025300_0.jpg,0.8038177135260884,1.0,1.0,B
333,0145_c016_00026460_1.jpg,0.6608365258389034,0.8263679018395998,0.8263679018395998,B
334,0150_c001_00048515_0.jpg,0.33170887533382976,1.0,1.0,B
335,0150_c012_00048975_0.jpg,0.5554870107549036,1.0,1.0,B
336,0150_c013_00048845_0.jpg,0.4393758389384331,1.0,1.0,B
337,0150_c014_00050980_0.jpg,0.570113659438513,1.0,1.0,B
338,0150_c015_00050780_0.jpg,0.4793859483258411,1.0,1.0,B
339,0150_c017_00049560_2.jpg,0.4658809740347767,1.0,1.0,B
340,0150_c019_00049885_1.jpg,0.5040219300477164,1.0,1.0,B
341,0151_c001_00004585_0.jpg,0.6298981165209019,0.7095809223573364,0.7095809223573364,B
342,0151_c002_00005015_0.jpg,0.8827461331259283,0.8163754866686863,0.8827461331259283,A
343,0151_c003_00006420_0.jpg,0.8991760118248575,0.7013620483067595,0.8991760118248575,A
344,0151_c004_00006390_0.jpg,0.8109978744912648,0.7466131947351201,0.8109978744912648,A
345,0151_c005_00087425_0.jpg,0.842913630012407,0.7608368749780938,0.842913630012407,A
346,0151_c006_00005730_0.jpg,0.5005572011676207,0.8013568140067621,0.8013568140067621,B
347,0151_c007_00087570_0.jpg,0.9476937232733238,0.32968540937482077,0.9476937232733238,A
348,0151_c008_00006650_0.jpg,0.7771203056036193,0.9436289904492848,0.9436289904492848,B
349,0151_c009_00006530_0.jpg,0.9336780876958959,0.6962338726372526,0.9336780876958959,A
350,0151_c010_00005835_1.jpg,0.8801103601220799,0.795561076093999,0.8801103601220799,A
351,0151_c011_00005670_0.jpg,0.5784938463719144,0.754010480344507,0.754010480344507,B
352,0151_c012_00002630_0.jpg,0.6578826015710323,0.7227978821938889,0.7227978821938889,B
353,0151_c013_00002700_1.jpg,0.9810673195239352,0.867900987393551,0.9810673195239352,A
354,0151_c015_00000890_0.jpg,0.9735638829842423,0.7550446983161315,0.9735638829842423,A
355,0151_c016_00000325_0.jpg,0.9577001752306973,0.36404299751317565,0.9577001752306973,A
356,0151_c017_00002085_0.jpg,0.6604155751163114,0.8218803154177935,0.8218803154177935,B
357,0151_c019_00001850_0.jpg,0.9382848515011534,0.7669456450984241,0.9382848515011534,A
358,0154_c001_00039250_0.jpg,0.7974880712000715,1.0,1.0,B
359,0154_c012_00039640_0.jpg,0.8220486401250295,0.9937915742793793,0.9937915742793793,B
360,0154_c013_00039540_1.jpg,0.7555992958572625,1.0,1.0,B
361,0154_c014_00041025_0.jpg,0.501599383652925,1.0,1.0,B
362,0154_c015_00040885_0.jpg,0.8130518739813223,1.0,1.0,B
363,0154_c016_00042110_0.jpg,0.8260483888892396,1.0,1.0,B
364,0154_c017_00040080_1.jpg,0.6321861249234544,1.0,1.0,B
365,0154_c019_00040335_0.jpg,0.8799799472428153,1.0,1.0,B
366,0162_c003_00033265_0.jpg,0.7462329563249072,1.0,1.0,B
367,0162_c004_00033160_0.jpg,0.53708576259889,1.0,1.0,B
368,0162_c008_00032930_0.jpg,0.6770133183617326,1.0,1.0,B
369,0162_c009_00033030_0.jpg,0.6207338663800737,1.0,1.0,B
370,0166_c001_00038230_0.jpg,0.7049629269046871,0.996429986976955,0.996429986976955,B
371,0166_c013_00037090_0.jpg,0.6838284608144473,0.9770581592320723,0.9770581592320723,B
372,0166_c014_00035220_0.jpg,0.6990650220407651,1.0,1.0,B
373,0166_c016_00034905_1.jpg,0.5290549575587231,0.9926049730236922,0.9926049730236922,B
374,0166_c017_00036360_0.jpg,0.697013724887617,1.0,1.0,B
375,0172_c001_00085765_0.jpg,0.839120230614101,0.9494586789446787,0.9494586789446787,B
376,0172_c002_00079590_0.jpg,0.8136980580408565,0.9507454468111411,0.9507454468111411,B
377,0172_c003_00078210_0.jpg,0.7176438920033386,0.983816224060109,0.983816224060109,B
378,0172_c004_00078125_0.jpg,0.6285204005593101,0.9940165190165189,0.9940165190165189,B
379,0172_c006_00078815_1.jpg,0.766840276931607,0.9837482649820042,0.9837482649820042,B
380,0172_c010_00078820_0.jpg,0.9692103329373585,0.9680821426637802,0.9692103329373585,A
381,0172_c011_00078830_0.jpg,0.7439769140338522,0.9875161325960021,0.9875161325960021,B
382,0172_c012_00086365_0.jpg,0.5999932365517928,0.9840388400842611,0.9840388400842611,B
383,0172_c013_00086260_0.jpg,0.8143807122909633,0.9440727539876664,0.9440727539876664,B
384,0172_c017_00086965_1.jpg,0.5614506164868129,0.9736095314798783,0.9736095314798783,B
385,0172_c019_00087160_0.jpg,0.6974368910988407,0.9902263374485596,0.9902263374485596,B
386,0173_c001_00066750_0.jpg,0.7206206453767382,0.5096776532685843,0.7206206453767382,A
387,0173_c002_00065255_0.jpg,0.7034148171680951,0.5294975828808719,0.7034148171680951,A
388,0173_c012_00067450_0.jpg,0.955556758793248,0.5323906432623469,0.955556758793248,A
389,0173_c013_00067320_0.jpg,0.9542647074409834,0.32642036728867657,0.9542647074409834,A
390,0173_c014_00069295_1.jpg,0.9636571583477276,0.5250024131437676,0.9636571583477276,A
391,0173_c015_00069130_0.jpg,0.9270551594622579,0.47013768736714695,0.9270551594622579,A
392,0173_c016_00069640_0.jpg,0.9609372951910352,0.2694161335769506,0.9609372951910352,A
393,0173_c017_00068180_0.jpg,0.7616878209349877,0.5181252397235474,0.7616878209349877,A
394,0173_c019_00068445_0.jpg,0.9850815924901121,0.1414010492101458,0.9850815924901121,A
395,0174_c001_00040625_0.jpg,0.9487500088720019,0.3922572283380605,0.9487500088720019,A
396,0174_c002_00041080_2.jpg,0.9182745875512563,0.8078727061709192,0.9182745875512563,A
397,0174_c003_00043925_0.jpg,0.9274298453049595,0.5289581394091978,0.9274298453049595,A
398,0174_c004_00043935_0.jpg,0.9299957518678295,0.6394365894268356,0.9299957518678295,A
399,0174_c006_00043315_0.jpg,0.9511873559864178,0.25323518936032263,0.9511873559864178,A
400,0174_c008_00072170_0.jpg,0.9144103840321339,0.570815264424606,0.9144103840321339,A
401,0174_c009_00044130_0.jpg,0.6056900603397114,0.7199244301176613,0.7199244301176613,B
402,0174_c010_00072765_0.jpg,0.965314086587249,0.8446560356933523,0.965314086587249,A
403,0174_c011_00072800_0.jpg,0.7146847288883934,0.8020854003934303,0.8020854003934303,B
404,0174_c012_00040335_0.jpg,0.9019066015979327,0.6063652898342662,0.9019066015979327,A
405,0174_c013_00040370_0.jpg,0.8190216288671689,0.724122211408681,0.8190216288671689,A
406,0174_c017_00076990_1.jpg,0.8399073798928098,0.6258245728112721,0.8399073798928098,A
407,0177_c001_00072055_0.jpg,1.0,0.136421076707286,1.0,A
408,0177_c012_00070025_0.jpg,0.9778329250455163,0.30157508408478534,0.9778329250455163,A
409,0177_c013_00070070_0.jpg,0.9743456522393904,0.5242942258802127,0.9743456522393904,A
410,0177_c014_00068590_0.jpg,1.0,0.2973243111850268,1.0,A
411,0177_c015_00068575_0.jpg,0.9874213329525686,0.31557730595859007,0.9874213329525686,A
412,0177_c016_00068270_0.jpg,0.9592429279475585,0.41601831110491494,0.9592429279475585,A
413,0177_c017_00069490_0.jpg,1.0,0.30471943193123185,1.0,A
414,0179_c001_00028745_0.jpg,0.6778640007504547,0.2550848992714602,0.6778640007504547,A
415,0179_c002_00029105_0.jpg,0.6712082856826521,0.5566281644980852,0.6712082856826521,A
416,0179_c012_00028010_0.jpg,0.6553125520327049,0.47868510195368463,0.6553125520327049,A
417,0179_c013_00028075_0.jpg,0.64640118942657,0.5793487143861381,0.64640118942657,A
418,0179_c014_00026615_0.jpg,0.7482340943580453,0.4652403257727686,0.7482340943580453,A
419,0179_c015_00026620_1.jpg,0.6287153543374308,0.47449019815191695,0.6287153543374308,A
420,0179_c017_00027470_0.jpg,0.6442801867116777,0.5205587421531832,0.6442801867116777,A
421,0179_c019_00027620_0.jpg,0.021662698657733667,0.20862205450834437,0.20862205450834437,B
422,0180_c002_00046530_0.jpg,0.9538900577005307,0.13714543112548067,0.9538900577005307,A
423,0180_c003_00063135_0.jpg,0.9940953875976255,0.25455617243611484,0.9940953875976255,A
424,0180_c004_00044875_0.jpg,0.91645528629431,0.11652752492759999,0.91645528629431,A
425,0180_c006_00045600_0.jpg,0.9915656300645391,0.12104240961849895,0.9915656300645391,A
426,0180_c008_00044735_0.jpg,0.9575601238364604,0.1039709298427981,0.9575601238364604,A
427,0180_c009_00044805_0.jpg,0.9634335890062349,0.1445355567128667,0.9634335890062349,A
428,0180_c010_00045575_0.jpg,0.9903215059137096,0.13397475621165064,0.9903215059137096,A
429,0180_c011_00062375_1.jpg,0.9854235848696514,0.19051601550827185,0.9854235848696514,A
430,0182_c002_00041180_0.jpg,0.934590512570336,0.7264126567654786,0.934590512570336,A
431,0182_c003_00039435_0.jpg,0.8755964098528606,0.4484916252301343,0.8755964098528606,A
432,0182_c004_00039355_0.jpg,0.9910372136302816,0.4404796045313991,0.9910372136302816,A
433,0182_c006_00039900_0.jpg,0.9505551723005864,0.5153143220917132,0.9505551723005864,A
434,0182_c008_00039245_0.jpg,0.8636091174340169,0.4976813365140782,0.8636091174340169,A
435,0182_c009_00039315_0.jpg,0.7116740458881984,0.2460367964806148,0.7116740458881984,A
436,0182_c010_00039885_0.jpg,0.9256380587864006,0.33979204788602013,0.9256380587864006,A
437,0182_c011_00039845_0.jpg,0.97019269865856,0.618056990902995,0.97019269865856,A
438,0183_c001_00026450_1.jpg,0.9931376286694624,0.1742616632556331,0.9931376286694624,A
439,0183_c002_00025640_0.jpg,1.0,0.1341724527841966,1.0,A
440,0183_c012_00027180_0.jpg,1.0,0.20874484743448235,1.0,A
441,0183_c013_00027065_0.jpg,1.0,0.3534616837215541,1.0,A
442,0183_c014_00028825_0.jpg,1.0,0.3136437679338558,1.0,A
443,0183_c015_00028700_0.jpg,1.0,0.27636738039552766,1.0,A
444,0183_c016_00029115_0.jpg,1.0,0.3475338824720813,1.0,A
445,0183_c017_00027825_0.jpg,0.9980207817911925,0.42701231198538586,0.9980207817911925,A
446,0183_c019_00028110_0.jpg,1.0,0.35190812845520186,1.0,A
447,0188_c001_00050155_1.jpg,0.742505002164564,0.5562789432343074,0.742505002164564,A
448,0188_c002_00050790_1.jpg,0.8136450299228172,0.2230558356180908,0.8136450299228172,A
449,0188_c003_00054970_0.jpg,0.9123033675954262,0.17211708166141104,0.9123033675954262,A
450,0188_c004_00055000_0.jpg,0.7775140753840353,0.3882034915204358,0.7775140753840353,A
451,0188_c005_00055735_0.jpg,0.9476179632199836,0.3636057070164634,0.9476179632199836,A
452,0188_c006_00053360_0.jpg,0.8716932838550133,0.3644456995646753,0.8716932838550133,A
453,0188_c007_00055850_0.jpg,0.8499601614974567,0.1375224997538449,0.8499601614974567,A
454,0188_c008_00055320_0.jpg,0.799727003688171,0.5525090792464722,0.799727003688171,A
455,0188_c009_00055250_0.jpg,0.7569066476735742,0.44766220905294185,0.7569066476735742,A
456,0188_c010_00053545_0.jpg,0.9040193691367393,0.3114413685312496,0.9040193691367393,A
457,0188_c011_00053350_0.jpg,0.8357804770587429,0.48319349936787603,0.8357804770587429,A
458,0188_c012_00048585_0.jpg,0.7790484681531347,0.4220461519033579,0.7790484681531347,A
459,0188_c013_00048620_0.jpg,0.8610631380331161,0.24915776916505902,0.8610631380331161,A
460,0188_c014_00047140_0.jpg,0.753861660517743,0.4731183227179743,0.753861660517743,A
461,0188_c015_00047120_0.jpg,0.9219991294581168,0.2053724554312964,0.9219991294581168,A
462,0188_c016_00046980_0.jpg,0.7639710734752359,0.47827133662957605,0.7639710734752359,A
463,0188_c017_00047990_0.jpg,0.7675195613310634,0.6012109100245752,0.7675195613310634,A
464,0188_c019_00047725_0.jpg,0.8134916279598968,0.4099116558515648,0.8134916279598968,A
465,0192_c003_00031745_0.jpg,1.0,0.3054002915677527,1.0,A
466,0192_c004_00031650_0.jpg,0.9965275187920076,0.54345952097496,0.9965275187920076,A
467,0192_c005_00079340_0.jpg,0.9985057471264368,0.1967677981401818,0.9985057471264368,A
468,0192_c006_00032285_0.jpg,0.9998494429388738,0.4875369027388862,0.9998494429388738,A
469,0192_c007_00079460_0.jpg,0.9926824885390627,0.0781534452335738,0.9926824885390627,A
470,0192_c008_00031570_0.jpg,0.9626104594562969,0.23016776677247022,0.9626104594562969,A
471,0192_c009_00031635_0.jpg,0.9770269439802961,0.4754726488853753,0.9770269439802961,A
472,0192_c010_00032220_0.jpg,0.9866200535349915,0.37786784095955,0.9866200535349915,A
473,0192_c011_00032245_0.jpg,0.9802929925091325,0.5443307641567976,0.9802929925091325,A
474,0196_c003_00077975_0.jpg,1.0,0.44709404784930473,1.0,A
475,0196_c004_00077855_0.jpg,1.0,0.04964332321111734,1.0,A
476,0196_c006_00078425_0.jpg,1.0,0.1779124781308944,1.0,A
477,0196_c008_00077735_0.jpg,1.0,0.09793943863246812,1.0,A
478,0196_c009_00077835_0.jpg,1.0,0.2596357513557181,1.0,A
479,0196_c010_00078435_0.jpg,1.0,0.30580079541118427,1.0,A
480,0196_c011_00078440_0.jpg,1.0,0.10829589190397576,1.0,A
481,0197_c001_00026320_0.jpg,0.6575246729789005,0.1506857193064844,0.6575246729789005,A
482,0197_c012_00024895_0.jpg,0.9896183237179368,0.16151364591796713,0.9896183237179368,A
483,0197_c013_00025000_2.jpg,0.9424601260290549,0.2015591806667273,0.9424601260290549,A
484,0197_c014_00035580_0.jpg,0.9226327870755096,0.12091946954474728,0.9226327870755096,A
485,0197_c015_00035425_0.jpg,0.9143402619581715,0.26322023969007574,0.9143402619581715,A
486,0197_c016_00013475_0.jpg,0.9582906802044444,0.1500405306682704,0.9582906802044444,A
487,0197_c017_00024035_1.jpg,0.9907174828610547,0.18577546590410507,0.9907174828610547,A
488,0197_c019_00023660_0.jpg,0.972386868958683,0.2013624119973147,0.972386868958683,A
489,0205_c002_00054545_1.jpg,0.7403132861322642,0.2887074901210871,0.7403132861322642,A
490,0205_c003_00056520_0.jpg,0.6701224194611864,0.24927715167811543,0.6701224194611864,A
491,0205_c004_00056490_0.jpg,0.973436968007542,0.06877557592841878,0.973436968007542,A
492,0205_c005_00057145_0.jpg,0.7550789430477812,0.3704433015646409,0.7550789430477812,A
493,0205_c006_00055760_0.jpg,0.9833638966577972,0.15229913801491177,0.9833638966577972,A
494,0205_c007_00057315_0.jpg,0.9038817106387422,0.1027853564064962,0.9038817106387422,A
495,0205_c008_00056710_0.jpg,0.82189893474847,0.10632120136729487,0.82189893474847,A
496,0205_c009_00056670_0.jpg,0.8425635184014156,0.058952414587714025,0.8425635184014156,A
497,0205_c010_00055905_0.jpg,0.7940455976053439,0.2998725584447448,0.7940455976053439,A
498,0205_c011_00055725_0.jpg,0.9334854037343675,0.1055056822205666,0.9334854037343675,A
499,0207_c001_00029475_0.jpg,0.6306912101613672,0.4882476632294897,0.6306912101613672,A
500,0207_c012_00029135_0.jpg,0.8994073094883731,0.11981730722930946,0.8994073094883731,A
501,0207_c013_00029180_0.jpg,0.9238712736077954,0.36070476706932414,0.9238712736077954,A
502,0207_c014_00010170_0.jpg,0.6902275448797778,0.4074214385870677,0.6902275448797778,A
503,0207_c015_00010090_0.jpg,0.8978199374395973,0.25278806769253326,0.8978199374395973,A
504,0207_c016_00010480_1.jpg,0.811332620903336,0.1274624630950031,0.811332620903336,A
505,0207_c017_00009240_0.jpg,0.6874169867917673,0.4598633462511405,0.6874169867917673,A
506,0207_c019_00009530_0.jpg,0.7173298817602569,0.36612973585247244,0.7173298817602569,A
507,0216_c014_00089375_0.jpg,0.730301438757321,0.8560901516783871,0.8560901516783871,B
508,0216_c015_00089195_0.jpg,0.7692716640085061,0.6615169552669552,0.7692716640085061,A
509,0216_c016_00089725_0.jpg,1.0,0.14901504385784423,1.0,A
510,0218_c003_00043620_0.jpg,0.9428320242361913,0.432312042666276,0.9428320242361913,A
511,0218_c004_00043495_0.jpg,0.9648723871492806,0.47438623899449694,0.9648723871492806,A
512,0218_c005_00067700_0.jpg,0.9575831155240596,0.574658496663003,0.9575831155240596,A
513,0218_c006_00044160_0.jpg,0.9958715549171223,0.5642304451782313,0.9958715549171223,A
514,0218_c007_00067825_0.jpg,0.9580727184281268,0.0820618151709762,0.9580727184281268,A
515,0218_c008_00043350_0.jpg,0.940723094467315,0.42945617772940464,0.940723094467315,A
516,0218_c009_00043410_0.jpg,0.9434246768827819,0.40097015254319057,0.9434246768827819,A
517,0218_c010_00044135_0.jpg,0.944410108570213,0.3827617109833801,0.944410108570213,A
518,0218_c011_00044120_0.jpg,0.9862740477336152,0.5340126250071184,0.9862740477336152,A
519,0219_c001_00026305_1.jpg,0.750200117988845,0.6042453656667979,0.750200117988845,A
520,0219_c012_00026705_0.jpg,0.7532688740532598,0.6461012354769248,0.7532688740532598,A
521,0219_c013_00026615_1.jpg,0.9639227582205789,0.3738645129533881,0.9639227582205789,A
522,0219_c014_00027875_0.jpg,0.7104211746003014,0.6878739507069324,0.7104211746003014,A
523,0219_c015_00027760_0.jpg,0.904031090742561,0.26237496894142276,0.904031090742561,A
524,0219_c016_00028985_0.jpg,0.9705897894354008,0.19040616331874607,0.9705897894354008,A
525,0219_c017_00027085_0.jpg,0.6294230244477422,0.6691546383271871,0.6691546383271871,B
526,0219_c019_00027280_0.jpg,0.9038673981838107,0.16633201896055255,0.9038673981838107,A
527,0231_c001_00038120_0.jpg,1.0,0.1461264238658781,1.0,A
528,0231_c002_00038560_0.jpg,1.0,0.06558191294835945,1.0,A
529,0231_c012_00036295_0.jpg,1.0,0.08771099667024577,1.0,A
530,0231_c014_00035040_0.jpg,1.0,0.6711882744665091,1.0,A
531,0231_c015_00034995_0.jpg,1.0,0.46330983475597687,1.0,A
532,0231_c016_00034845_1.jpg,1.0,0.575361216982351,1.0,A
533,0231_c017_00035840_0.jpg,1.0,0.6361008178526214,1.0,A
534,0231_c019_00035670_0.jpg,1.0,0.4926798618061411,1.0,A
535,0237_c014_00065515_0.jpg,1.0,0.6328900657275831,1.0,A
536,0237_c015_00065485_0.jpg,1.0,0.5977550079506215,1.0,A
537,0237_c016_00065285_0.jpg,1.0,0.5549995767149267,1.0,A
538,0240_c001_00045355_0.jpg,1.0,0.4620573111048881,1.0,A
539,0240_c002_00044140_0.jpg,1.0,0.5834951946996977,1.0,A
540,0240_c012_00046160_0.jpg,1.0,0.31261572462886744,1.0,A
541,0240_c013_00046075_0.jpg,1.0,0.8613319044759641,1.0,A
542,0240_c014_00047435_0.jpg,1.0,0.415056124681542,1.0,A
543,0240_c015_00047245_0.jpg,1.0,0.5120351507331543,1.0,A
544,0240_c016_00047710_0.jpg,1.0,0.4917740011376451,1.0,A
545,0240_c017_00046615_0.jpg,1.0,0.40674334610783763,1.0,A
546,0240_c019_00046800_0.jpg,1.0,0.6108814780968088,1.0,A
547,0241_c001_00033480_0.jpg,1.0,0.30310860974329673,1.0,A
548,0241_c002_00029810_0.jpg,0.8710036887598607,0.18051413848996412,0.8710036887598607,A
549,0241_c012_00034150_0.jpg,0.9987745098039215,0.4257087234665144,0.9987745098039215,A
550,0241_c013_00034020_0.jpg,1.0,0.4520386379904335,1.0,A
551,0241_c014_00035810_0.jpg,1.0,0.4145649723025801,1.0,A
552,0241_c015_00035640_0.jpg,1.0,0.4164677622082051,1.0,A
553,0241_c016_00036400_0.jpg,1.0,0.40264484416586516,1.0,A
554,0241_c017_00034715_0.jpg,1.0,0.49434523169268424,1.0,A
555,0241_c019_00034985_0.jpg,0.9991408021541951,0.4837844174570003,0.9991408021541951,A
556,0247_c001_00086435_0.jpg,1.0,0.17925006039544042,1.0,A
557,0247_c002_00089940_0.jpg,1.0,0.016657508201422092,1.0,A
558,0247_c012_00084215_0.jpg,1.0,0.300734810046485,1.0,A
559,0247_c013_00084275_0.jpg,1.0,0.5633657718637363,1.0,A
560,0247_c014_00082340_0.jpg,1.0,0.5949066269017335,1.0,A
561,0247_c015_00082380_0.jpg,1.0,0.5641185618560485,1.0,A
562,0247_c016_00082105_0.jpg,1.0,0.4790852826252449,1.0,A
563,0247_c017_00083635_0.jpg,1.0,0.6668122737014913,1.0,A
564,0247_c019_00083350_0.jpg,1.0,0.3775755364936669,1.0,A
565,0249_c001_00019250_0.jpg,0.5926789981474266,0.8691688551880874,0.8691688551880874,B
566,0249_c002_00018350_1.jpg,0.42817318936384724,0.9016652941490502,0.9016652941490502,B
567,0249_c012_00019845_1.jpg,0.6271671388087472,0.9021915788521401,0.9021915788521401,B
568,0249_c013_00019735_0.jpg,0.6271536551868813,0.9007106073476877,0.9007106073476877,B
569,0249_c014_00021390_0.jpg,0.5119457079740112,0.8686675804996133,0.8686675804996133,B
570,0249_c015_00021280_0.jpg,0.7462488047847232,0.901507680170784,0.901507680170784,B
571,0249_c016_00021630_0.jpg,0.7113400644870883,0.8520100930236254,0.8520100930236254,B
572,0249_c017_00020505_0.jpg,0.5778588351405921,0.9041288524875439,0.9041288524875439,B
573,0249_c019_00020775_0.jpg,0.4679375921187758,0.873260033832004,0.873260033832004,B
574,0262_c001_00014355_0.jpg,0.9386644683607823,0.4186174434821217,0.9386644683607823,A
575,0262_c012_00019940_0.jpg,0.9487985892968503,0.4620449471765801,0.9487985892968503,A
576,0262_c013_00013515_0.jpg,0.9837049347982906,0.5021274680400377,0.9837049347982906,A
577,0262_c014_00021880_0.jpg,0.9499960146157173,0.5718624572457992,0.9499960146157173,A
578,0262_c015_00021765_0.jpg,0.9328463856959107,0.4276614069243169,0.9328463856959107,A
579,0262_c016_00022125_0.jpg,0.9873903031098806,0.3484317314736081,0.9873903031098806,A
580,0262_c017_00020795_1.jpg,0.9815655435074861,0.5250935874642684,0.9815655435074861,A
581,0262_c019_00021130_0.jpg,0.9240307343210509,0.2258697254839777,0.9240307343210509,A
582,0273_c001_00040670_0.jpg,1.0,0.6885742850237936,1.0,A
583,0273_c002_00039190_1.jpg,0.9926692119858357,0.9389985566565959,0.9926692119858357,A
584,0273_c003_00036590_0.jpg,1.0,0.7612080075778466,1.0,A
585,0273_c004_00036465_0.jpg,0.9773501482422676,0.7341504910657952,0.9773501482422676,A
586,0273_c006_00037765_0.jpg,1.0,0.8225854006117542,1.0,A
587,0273_c008_00036280_0.jpg,1.0,0.7862306613670386,1.0,A
588,0273_c009_00036350_0.jpg,1.0,0.8361565670235402,1.0,A
589,0273_c010_00037625_0.jpg,1.0,0.864541882744513,1.0,A
590,0273_c011_00037785_1.jpg,1.0,0.7549561227670498,1.0,A
591,0273_c012_00041175_0.jpg,0.9998880179171332,0.685491301506352,0.9998880179171332,A
592,0273_c013_00041050_0.jpg,0.9994627122286697,0.6994833804790291,0.9994627122286697,A
593,0273_c014_00000540_1.jpg,0.9886305842452033,0.7393311652233358,0.9886305842452033,A
594,0273_c015_00044265_0.jpg,0.9976194887832391,0.6908141880950075,0.9976194887832391,A
595,0273_c016_00045345_0.jpg,0.9955474945787725,0.8026332866602695,0.9955474945787725,A
596,0273_c017_00042500_0.jpg,0.9998880179171332,0.7088218604093216,0.9998880179171332,A
597,0273_c019_00042810_0.jpg,0.9677317672635045,0.5708281388882167,0.9677317672635045,A
598,0281_c001_00033830_0.jpg,1.0,0.5327674945273808,1.0,A
599,0281_c002_00031880_0.jpg,1.0,0.6080919996041245,1.0,A
600,0281_c003_00030185_0.jpg,1.0,0.57426507538239,1.0,A
601,0281_c004_00030085_0.jpg,1.0,0.5890249003455807,1.0,A
602,0281_c006_00031000_0.jpg,1.0,0.5151128552968576,1.0,A
603,0281_c008_00029935_0.jpg,1.0,0.36400534701978454,1.0,A
604,0281_c009_00030010_0.jpg,1.0,0.5335293710099464,1.0,A
605,0281_c010_00030780_0.jpg,1.0,0.683042918797364,1.0,A
606,0281_c011_00030970_0.jpg,1.0,0.7339713764073458,1.0,A
607,0281_c012_00034420_0.jpg,1.0,0.6663428387398727,1.0,A
608,0281_c013_00034275_0.jpg,1.0,0.5984245154321853,1.0,A
609,0281_c014_00037925_0.jpg,1.0,0.48655816188124473,1.0,A
610,0281_c015_00037740_0.jpg,1.0,0.472758496414416,1.0,A
611,0281_c016_00039645_0.jpg,1.0,0.47094148416308995,1.0,A
612,0281_c017_00036150_0.jpg,1.0,0.5470452597571517,1.0,A
613,0281_c019_00036455_0.jpg,1.0,0.5003536958586218,1.0,A
614,0288_c001_00064095_1.jpg,0.6379387416382449,0.6349384125541876,0.6379387416382449,A
615,0288_c002_00061675_0.jpg,0.9322066778738971,0.14730350040488813,0.9322066778738971,A
616,0288_c003_00028770_0.jpg,0.9637983958050478,0.4978903505619453,0.9637983958050478,A
617,0288_c004_00028640_0.jpg,0.5822980030796772,0.602980296347787,0.602980296347787,B
618,0288_c006_00029355_0.jpg,0.7092401816924631,0.6666823461501904,0.7092401816924631,A
619,0288_c008_00028550_0.jpg,0.653652905394337,0.7722928060201224,0.7722928060201224,B
620,0288_c009_00028575_0.jpg,0.9418442057853198,0.059936322291700386,0.9418442057853198,A
621,0288_c010_00029300_0.jpg,0.9525452860518914,0.5532991280144587,0.9525452860518914,A
622,0288_c011_00029320_0.jpg,0.670124894183782,0.6312131112530281,0.670124894183782,A
623,0288_c012_00064570_0.jpg,0.5432583301651127,0.6133089723859639,0.6133089723859639,B
624,0288_c013_00064430_0.jpg,0.9596999882811804,0.3416271903236777,0.9596999882811804,A
