idx_in_subset,AP,query_basename,query_path
356,0.660416,0151_c017_00002085_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0151_c017_00002085_0.jpg
358,0.797488,0154_c001_00039250_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0154_c001_00039250_0.jpg
360,0.755599,0154_c013_00039540_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0154_c013_00039540_1.jpg
361,0.501599,0154_c014_00041025_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0154_c014_00041025_0.jpg
364,0.632186,0154_c017_00040080_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0154_c017_00040080_1.jpg
366,0.746233,0162_c003_00033265_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0162_c003_00033265_0.jpg
367,0.537086,0162_c004_00033160_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0162_c004_00033160_0.jpg
368,0.677013,0162_c008_00032930_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0162_c008_00032930_0.jpg
369,0.620734,0162_c009_00033030_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0162_c009_00033030_0.jpg
370,0.704963,0166_c001_00038230_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0166_c001_00038230_0.jpg
371,0.683828,0166_c013_00037090_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0166_c013_00037090_0.jpg
372,0.699065,0166_c014_00035220_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0166_c014_00035220_0.jpg
373,0.529055,0166_c016_00034905_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0166_c016_00034905_1.jpg
374,0.697014,0166_c017_00036360_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0166_c017_00036360_0.jpg
377,0.717644,0172_c003_00078210_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c003_00078210_0.jpg
378,0.62852,0172_c004_00078125_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c004_00078125_0.jpg
379,0.76684,0172_c006_00078815_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c006_00078815_1.jpg
381,0.743977,0172_c011_00078830_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c011_00078830_0.jpg
382,0.599993,0172_c012_00086365_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c012_00086365_0.jpg
384,0.561451,0172_c017_00086965_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c017_00086965_1.jpg
385,0.697437,0172_c019_00087160_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0172_c019_00087160_0.jpg
386,0.720621,0173_c001_00066750_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0173_c001_00066750_0.jpg
387,0.703415,0173_c002_00065255_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0173_c002_00065255_0.jpg
393,0.761688,0173_c017_00068180_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0173_c017_00068180_0.jpg
401,0.60569,0174_c009_00044130_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0174_c009_00044130_0.jpg
403,0.714685,0174_c011_00072800_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0174_c011_00072800_0.jpg
414,0.677864,0179_c001_00028745_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c001_00028745_0.jpg
415,0.671208,0179_c002_00029105_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c002_00029105_0.jpg
416,0.655313,0179_c012_00028010_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c012_00028010_0.jpg
417,0.646401,0179_c013_00028075_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c013_00028075_0.jpg
418,0.748234,0179_c014_00026615_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c014_00026615_0.jpg
419,0.628715,0179_c015_00026620_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c015_00026620_1.jpg
420,0.64428,0179_c017_00027470_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c017_00027470_0.jpg
421,0.021663,0179_c019_00027620_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0179_c019_00027620_0.jpg
435,0.711674,0182_c009_00039315_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0182_c009_00039315_0.jpg
447,0.742505,0188_c001_00050155_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c001_00050155_1.jpg
450,0.777514,0188_c004_00055000_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c004_00055000_0.jpg
454,0.799727,0188_c008_00055320_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c008_00055320_0.jpg
455,0.756907,0188_c009_00055250_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c009_00055250_0.jpg
458,0.779048,0188_c012_00048585_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c012_00048585_0.jpg
460,0.753862,0188_c014_00047140_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c014_00047140_0.jpg
462,0.763971,0188_c016_00046980_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c016_00046980_0.jpg
463,0.76752,0188_c017_00047990_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0188_c017_00047990_0.jpg
481,0.657525,0197_c001_00026320_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0197_c001_00026320_0.jpg
489,0.740313,0205_c002_00054545_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0205_c002_00054545_1.jpg
490,0.670122,0205_c003_00056520_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0205_c003_00056520_0.jpg
492,0.755079,0205_c005_00057145_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0205_c005_00057145_0.jpg
497,0.794046,0205_c010_00055905_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0205_c010_00055905_0.jpg
499,0.630691,0207_c001_00029475_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0207_c001_00029475_0.jpg
502,0.690228,0207_c014_00010170_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0207_c014_00010170_0.jpg
505,0.687417,0207_c017_00009240_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0207_c017_00009240_0.jpg
506,0.71733,0207_c019_00009530_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0207_c019_00009530_0.jpg
507,0.730301,0216_c014_00089375_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0216_c014_00089375_0.jpg
508,0.769272,0216_c015_00089195_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0216_c015_00089195_0.jpg
519,0.7502,0219_c001_00026305_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0219_c001_00026305_1.jpg
520,0.753269,0219_c012_00026705_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0219_c012_00026705_0.jpg
522,0.710421,0219_c014_00027875_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0219_c014_00027875_0.jpg
525,0.629423,0219_c017_00027085_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0219_c017_00027085_0.jpg
565,0.592679,0249_c001_00019250_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c001_00019250_0.jpg
566,0.428173,0249_c002_00018350_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c002_00018350_1.jpg
567,0.627167,0249_c012_00019845_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c012_00019845_1.jpg
568,0.627154,0249_c013_00019735_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c013_00019735_0.jpg
569,0.511946,0249_c014_00021390_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c014_00021390_0.jpg
570,0.746249,0249_c015_00021280_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c015_00021280_0.jpg
571,0.71134,0249_c016_00021630_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c016_00021630_0.jpg
572,0.577859,0249_c017_00020505_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c017_00020505_0.jpg
573,0.467938,0249_c019_00020775_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0249_c019_00020775_0.jpg
614,0.637939,0288_c001_00064095_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c001_00064095_1.jpg
617,0.582298,0288_c004_00028640_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c004_00028640_0.jpg
618,0.70924,0288_c006_00029355_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c006_00029355_0.jpg
619,0.653653,0288_c008_00028550_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c008_00028550_0.jpg
622,0.670125,0288_c011_00029320_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c011_00029320_0.jpg
623,0.543258,0288_c012_00064570_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0288_c012_00064570_0.jpg
628,0.664665,0294_c007_00061875_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0294_c007_00061875_0.jpg
630,0.679395,0294_c010_00057310_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0294_c010_00057310_0.jpg
631,0.400669,0295_c001_00038450_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c001_00038450_0.jpg
632,0.739298,0295_c002_00038855_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c002_00038855_0.jpg
633,0.447276,0295_c012_00038020_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c012_00038020_0.jpg
634,0.759608,0295_c013_00038040_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c013_00038040_0.jpg
635,0.779973,0295_c014_00036620_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c014_00036620_0.jpg
636,0.792054,0295_c015_00036585_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c015_00036585_0.jpg
637,0.64116,0295_c016_00036345_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c016_00036345_0.jpg
638,0.787995,0295_c017_00037490_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c017_00037490_0.jpg
639,0.709527,0295_c019_00037285_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0295_c019_00037285_0.jpg
640,0.557747,0296_c001_00062155_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0296_c001_00062155_0.jpg
642,0.590969,0296_c012_00060375_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0296_c012_00060375_0.jpg
644,0.518501,0296_c014_00058475_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0296_c014_00058475_0.jpg
645,0.799464,0296_c015_00058505_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0296_c015_00058505_0.jpg
647,0.789425,0296_c017_00059700_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0296_c017_00059700_0.jpg
649,0.424779,0298_c014_00045200_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c014_00045200_0.jpg
650,0.737801,0298_c015_00045200_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c015_00045200_0.jpg
651,0.769783,0298_c016_00044940_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c016_00044940_0.jpg
652,0.480538,0298_c017_00046265_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c017_00046265_0.jpg
653,0.764523,0298_c018_00046485_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c018_00046485_0.jpg
654,0.792449,0298_c019_00045845_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0298_c019_00045845_1.jpg
659,0.688433,0299_c006_00076930_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0299_c006_00076930_0.jpg
663,0.71322,0299_c011_00076930_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0299_c011_00076930_0.jpg
664,0.508705,0300_c001_00080740_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c001_00080740_0.jpg
665,0.763964,0300_c002_00081350_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c002_00081350_0.jpg
666,0.363687,0300_c012_00078670_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c012_00078670_0.jpg
667,0.756592,0300_c013_00078770_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c013_00078770_0.jpg
670,0.711022,0300_c016_00076610_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c016_00076610_0.jpg
672,0.684376,0300_c019_00077665_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0300_c019_00077665_0.jpg
673,0.605294,0306_c003_00016480_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0306_c003_00016480_0.jpg
675,0.37347,0306_c005_00081190_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0306_c005_00081190_0.jpg
676,0.705106,0306_c007_00081280_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0306_c007_00081280_0.jpg
677,0.786793,0306_c008_00014040_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0306_c008_00014040_0.jpg
678,0.74581,0306_c009_00080910_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0306_c009_00080910_0.jpg
684,0.654564,0310_c007_00017020_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0310_c007_00017020_0.jpg
686,0.614082,0310_c009_00016120_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0310_c009_00016120_0.jpg
689,0.715183,0315_c001_00033425_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c001_00033425_0.jpg
690,0.577838,0315_c002_00027290_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c002_00027290_0.jpg
691,0.7526,0315_c003_00000615_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c003_00000615_0.jpg
692,0.550367,0315_c004_00000570_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c004_00000570_0.jpg
693,0.592129,0315_c006_00000110_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c006_00000110_0.jpg
694,0.62185,0315_c008_00000840_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c008_00000840_0.jpg
695,0.506874,0315_c009_00000755_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c009_00000755_0.jpg
696,0.763927,0315_c010_00000200_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c010_00000200_0.jpg
697,0.692637,0315_c011_00000055_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c011_00000055_0.jpg
698,0.703027,0315_c012_00034005_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c012_00034005_0.jpg
699,0.670313,0315_c013_00033890_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c013_00033890_0.jpg
700,0.704243,0315_c014_00035440_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c014_00035440_0.jpg
701,0.579311,0315_c015_00035180_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c015_00035180_0.jpg
702,0.751735,0315_c016_00035975_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c016_00035975_0.jpg
703,0.7091,0315_c017_00034470_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c017_00034470_0.jpg
704,0.586107,0315_c019_00034675_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0315_c019_00034675_0.jpg
705,0.703389,0318_c001_00026120_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c001_00026120_0.jpg
706,0.775878,0318_c002_00004375_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c002_00004375_0.jpg
707,0.658629,0318_c003_00006125_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c003_00006125_0.jpg
708,0.704231,0318_c004_00006030_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c004_00006030_0.jpg
709,0.637841,0318_c005_00006845_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c005_00006845_1.jpg
710,0.572839,0318_c006_00005475_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c006_00005475_0.jpg
711,0.410898,0318_c007_00006930_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c007_00006930_0.jpg
712,0.664856,0318_c008_00006275_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c008_00006275_0.jpg
713,0.673931,0318_c009_00006170_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c009_00006170_0.jpg
714,0.796654,0318_c010_00005575_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c010_00005575_0.jpg
715,0.683877,0318_c011_00005410_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c011_00005410_0.jpg
716,0.722243,0318_c012_00024150_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c012_00024150_0.jpg
717,0.719109,0318_c013_00024200_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c013_00024200_0.jpg
718,0.702494,0318_c014_00022440_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c014_00022440_0.jpg
720,0.576764,0318_c016_00022080_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c016_00022080_0.jpg
722,0.745004,0318_c019_00023250_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0318_c019_00023250_0.jpg
727,0.406192,0319_c007_00087255_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0319_c007_00087255_0.jpg
748,0.3163,0327_c016_00044175_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0327_c016_00044175_0.jpg
763,0.323553,0337_c007_00035120_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0337_c007_00035120_0.jpg
771,0.772354,0337_c015_00075650_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0337_c015_00075650_0.jpg
775,0.041955,0344_c001_00034120_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0344_c001_00034120_0.jpg
784,0.339457,0357_c015_00069380_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0357_c015_00069380_0.jpg
785,0.748437,0361_c001_00035850_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c001_00035850_0.jpg
788,0.710186,0361_c004_00072820_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c004_00072820_0.jpg
789,0.679814,0361_c006_00073545_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c006_00073545_0.jpg
793,0.539705,0361_c011_00073555_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c011_00073555_0.jpg
794,0.582642,0361_c013_00036340_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c013_00036340_0.jpg
795,0.486255,0361_c014_00038035_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c014_00038035_0.jpg
796,0.739285,0361_c015_00037850_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c015_00037850_0.jpg
798,0.63684,0361_c017_00036915_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c017_00036915_0.jpg
799,0.701478,0361_c019_00037125_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0361_c019_00037125_0.jpg
800,0.773917,0365_c001_00026500_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0365_c001_00026500_0.jpg
805,0.693208,0365_c008_00086170_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0365_c008_00086170_0.jpg
826,0.625543,0369_c012_00034500_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c012_00034500_0.jpg
827,0.651143,0369_c013_00000985_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c013_00000985_0.jpg
828,0.661046,0369_c014_00035910_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c014_00035910_0.jpg
829,0.79972,0369_c015_00035755_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c015_00035755_0.jpg
830,0.69908,0369_c016_00037090_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c016_00037090_0.jpg
832,0.653635,0369_c019_00000190_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0369_c019_00000190_0.jpg
833,0.750386,0371_c014_00063115_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0371_c014_00063115_0.jpg
834,0.790305,0371_c015_00063095_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0371_c015_00063095_0.jpg
838,0.36677,0373_c003_00075995_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0373_c003_00075995_0.jpg
839,0.321375,0373_c004_00075885_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0373_c004_00075885_0.jpg
840,0.251151,0373_c006_00076550_1.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0373_c006_00076550_1.jpg
841,0.26934,0373_c010_00076565_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0373_c010_00076565_0.jpg
842,0.261796,0373_c011_00076565_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0373_c011_00076565_0.jpg
855,0.784769,0380_c015_00067505_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0380_c015_00067505_0.jpg
864,0.231785,0388_c003_00070995_0.jpg,/content/drive/MyDrive/vehicle_reid_itsc2023-main/dataset/VeRi/image_query/0388_c003_00070995_0.jpg
